"Country","Name","Url"
"CN","姹熻タ鍗 (360p)","http://125.210.152.18:9090/live/JXWSHD_H265.m3u8"
"CN","娌冲寳鍗 (2160p)","http://118.81.195.79:9003/hls/29/index.m3u8"
"CN","闈掓捣鍗 (1080p)","http://live.geermurmt.com/qhws/sd/live.m3u8"
"CN","闈掓捣鍗 (576p)","http://39.134.115.163:8080/PLTV/88888910/224/3221225727/index.m3u8"
"CN","闈掓捣鍗 (540p)","http://112.25.48.68/live/program/live/qhws/1300000/mnf.m3u8"
"FR","Africa 24 Sport (1080p)","https://africa24.vedge.infomaniak.com/livecast/ik:africa24sport/manifest.m3u8"
"FR","Canal 32 (1080p)","https://event.vedge.infomaniak.com/livecast/ik:canal32_4/manifest.m3u8"
"FR","Canal+ Foot","https://test.946985.filegear-sg.me/proxy/ef3174f16d4557d2"
"FR","EMCI TV (288p)","https://raw.githubusercontent.com/Sibprod/streams/main/ressources/dm/py/hls/emciafrique.m3u8"
"FR","EMCI TV Europe (288p)","https://raw.githubusercontent.com/Sibprod/streams/main/ressources/dm/py/hls/emcieurope.m3u8"
"FR","Euronews Portuguese (720p)","https://6e52fb8b.wurl.com/master/f36d25e7e52f1ba8d7e56eb859c636563214f541/UmxheHhUVi1ldV9FdXJvbmV3c1BvcnR1Z3Vlc19ITFM/playlist.m3u8"
"FR","Euronews Portuguese (720p)","https://cdn-euronews.akamaized.net/live/eds/euronews-pt/25040/index.m3u8"
"FR","Canal+ (1080p)","http://151.80.18.177:86/Canal+_HD/index.m3u8"
"FR","Canal+ Cinemas (720p)","http://151.80.18.177:86/Canal+_cinema_HD/index.m3u8"
"FR","Canal+ Sport (1080p)","http://151.80.18.177:86/Canal+_sport_HD/index.m3u8"
"FR","Canal+ Family (720p)","http://151.80.18.177:86/Canal+_Family_HD/index.m3u8"
"DE","ARD-alpha (720p) [Not 24/7]","https://brlive-lh.akamaihd.net/i/bralpha_germany@119899/master.m3u8"
"DE","ARD-alpha (720p)","https://mcdn.br.de/br/fs/ard_alpha/hls/de/master.m3u8"
"DE","KaufBei TV (576p)","https://api.alpaca.t62a.com/hls/9103/index.m3u8"
"DE","KaufBei TV","https://elephant.t62a.com/hls/8103/index.m3u8"
"DE","More Than Sports TV (1080p)","https://mts1.iptv-playoutcenter.de/mts/mts-web/playlist.m3u8"
"DE","ZDF (720p) [Geo-blocked]","https://zdf-hls-15.akamaized.net/hls/live/2016498/de/high/master.m3u8"
"DE","ZDFinfo (720p) [Geo-blocked]","https://zdf-hls-17.akamaized.net/hls/live/2016500/de/high/master.m3u8"
"DE","ZDFneo (720p) [Geo-blocked]","https://zdf-hls-16.akamaized.net/hls/live/2016499/de/high/master.m3u8"
"IT","A2i TV (1080p)","https://stream.sen-gt.com/A2itv/myStream/playlist.m3u8"
"IT","ACI Sport TV (1080p)","https://webstream.multistream.it/memfs/e2cb3629-c1a2-495b-b43a-9eb386f04ed8.m3u8"
"IT","Canale 2 Altamura (576p) [Not 24/7]","https://59d7d6f47d7fc.streamlock.net/canale2/canale2/playlist.m3u8"
"IT","Canale 5 [Geo-blocked]","https://live3-mediaset-it.akamaized.net/Content/hls_h0_clr_vos/live/channel(C5)/index.m3u8"
"IT","Canale 7 (480p)","http://wms.shared.streamshow.it/canale7/canale7/playlist.m3u8"
"IT","CANALE 7 (480p)","http://wms.shared.streamshow.it/canale7/mp4:canale7/playlist.m3u8"
"IT","Canale 8 (480p)","http://wms.shared.streamshow.it/canale8/canale8/playlist.m3u8"
"IT","CANALE 8 (480p)","http://wms.shared.streamshow.it/canale8/mp4:canale8/playlist.m3u8"
"IT","Canale 10 (540p) [Not 24/7]","http://37.187.142.147:1935/ch10live/high.stream/playlist.m3u8"
"IT","Canale 21 Extra (576p)","https://0ff9dd7fe9b64bc08a5fc4ed525454c3.msvdn.net/live/S42170132/sT6C3LFaD1iA/playlist.m3u8"
"IT","DI.TV 80 (720p)","https://5f22d76e220e1.streamlock.net/ditv80/ditv80/playlist.m3u8"
"IT","GO-TV Canale 163 (720p)","https://6zklxkbbdw9b-hls-live.mariatvcdn.it/msmotor/2f759512164fc6fe4acbed6a5648993a.sdp/playlist.m3u8"
"IT","Kiss Kiss Napoli TV (720p)","https://58f12ffd2447a.streamlock.net/KKTVNapoli/livestream/playlist.m3u8"
"IT","Primocanale (1080p) [Not 24/7]","https://msh0203.stream.seeweb.it/live/flv:stream2.sdp/playlist.m3u8"
"IT","Quarto Canale Flegreo (720p)","https://live.mariatvcdn.com/dialogos/171e41deedf405f10c7dd6311387fb43.sdp/playlist.m3u8"
"IT","Radio Iglesias Sardegna (576p) [Geo-blocked]","https://59d7d6f47d7fc.streamlock.net/visualradio/visualradio/playlist.m3u8"
"IT","Rai 1 (576p) [Geo-blocked]","https://mediapolis.rai.it/relinker/relinkerServlet.htm?cont=2606803"
"IT","Rai 1 (Geo) (576p)","https://mediapolisevent.rai.it/relinker/relinkerServlet.htm?cont=2606803"
"IT","Rai 1 HD (1080p)","https://srv1.adriatelekom.com/Rai1/index.m3u8"
"IT","Rai 2 (576p) [Geo-blocked]","https://mediapolis.rai.it/relinker/relinkerServlet.htm?cont=308718"
"IT","Rai 2 HD (1080p)","https://srv1.adriatelekom.com/Rai2/index.m3u8"
"IT","Rai 3 (1080p)","https://srv1.adriatelekom.com/Rai3/index.m3u8"
"IT","Rai 3 (576p) [Geo-blocked]","https://mediapolis.rai.it/relinker/relinkerServlet.htm?cont=308709"
"IT","Rai 4 (576p) [Geo-blocked]","https://mediapolis.rai.it/relinker/relinkerServlet.htm?cont=746966"
"IT","Rai 4 (576p)","https://mediapolisevent.rai.it/relinker/relinkerServlet.htm?cont=746966"
"IT","Rai 5 (576p) [Geo-blocked]","https://mediapolis.rai.it/relinker/relinkerServlet.htm?cont=395276"
"IT","Rai Gulp (576p)","https://mediapolis.rai.it/relinker/relinkerServlet.htm?cont=746953"
"IT","Rai Gulp HD (1080p)","https://srv1.adriatelekom.com/RaiGulp/index.m3u8"
"IT","Rai Italia [Not 24/7]","http://315e5a5d.ottrast.com/iptv/MM4E93NGF5LADZ/19093/index.m3u8"
"IT","Rai Movie (576p) [Geo-blocked]","https://mediapolis.rai.it/relinker/relinkerServlet.htm?cont=747002"
"IT","Rai News 24 (720p)","https://rainews1-live.akamaized.net/hls/live/598326/rainews1/rainews1/playlist.m3u8"
"IT","Rai Premium (576p) [Geo-blocked]","https://mediapolis.rai.it/relinker/relinkerServlet.htm?cont=746992"
"IT","Rai Scuola (576p) [Geo-blocked]","https://mediapolis.rai.it/relinker/relinkerServlet.htm?cont=747011"
"IT","Rai Scuola HD (1080p)","https://srv1.adriatelekom.com/RaiScuola/index.m3u8"
"IT","Rai Sport 2","http://originstream12.rai.it/italy/raisport2_1200/master.m3u8"
"IT","Rai Sport HD (1080p)","https://srv1.adriatelekom.com/RaiSport/index.m3u8"
"IT","Rai Storia (576p) [Geo-blocked]","https://mediapolis.rai.it/relinker/relinkerServlet.htm?cont=746990"
"IT","Rai Storia HD (1080p)","https://srv1.adriatelekom.com/RaiStoria/index.m3u8"
"IT","Rai YoYo (576p) [Geo-blocked]","https://mediapolis.rai.it/relinker/relinkerServlet.htm?cont=746899"
"IT","Rossini TV (720p)","https://5cbd3bc28341f.streamlock.net:444/rossinitv_live/944A-63A6-9EB8-4492/playlist.m3u8"
"IT","RTP (404p)","https://flash2.xdevel.com/rtptv/rtptv/playlist.m3u8"
"IT","RTTR Trento (720p)","https://5f204aff97bee.streamlock.net/RTTRlive/livestream/playlist.m3u8"
"IT","Sportitalia (1080p)","https://edge-001.streamup.eu/sportitalia/sihd_abr/playlist.m3u8"
"IT","Sportitalia (720p) [Geo-blocked]","https://di-yx2saj20.vo.lswcdn.net/sportitalia/smil:sportitaliahd.smil/playlist.m3u8"
"IT","Sportitalia 24 (720p) [Geo-blocked]","https://di-yx2saj20.vo.lswcdn.net/sportitalia/smil:silive24.smil/playlist.m3u8"
"IT","Sportitalia Live 24","https://di-g7ij0rwh.vo.lswcdn.net/sportitalia/silive24.smil/playlist.m3u8"
"IT","Sportitalia Motori (720p) [Geo-blocked]","https://di-yx2saj20.vo.lswcdn.net/sportitalia/smil:simotori.smil/playlist.m3u8"
"IT","Sportitalia Solocalcio (1080p)","https://distribution.sportitalialive.it/sportitalia/sisolocalcio_abr/playlist.m3u8"
"IT","Sportitalia Solocalcio (1080p)","https://edge-001.streamup.eu/sportitalia/sisolocalcio_abr/playlist.m3u8"
"IT","Sportitalia Solocalcio (1080p)","https://italiansport-solocalcio-samsung.amagi.tv/playlist.m3u8"
"IT","Sportitalia Solocalcio (720p) [Geo-blocked]","https://di-yx2saj20.vo.lswcdn.net/sportitalia/smil:sisolocalcio.smil/playlist.m3u8"
"IT","Sportitalia SoloCalcio","https://di-g7ij0rwh.vo.lswcdn.net/sportitalia/sisolocalcio.smil/playlist.m3u8"
"IT","Sportitalia TV/Sportitalia/SI","https://di-g7ij0rwh.vo.lswcdn.net/sportitalia/sihd/playlist.m3u8"
"IT","SuperSix Lombardia (720p)","https://5db313b643fd8.streamlock.net/SUPERSIXLombardia/SUPERSIXLombardia/playlist.m3u8"
"IT","Telecolor Lombardia (1080p) [Not 24/7]","https://1aadf145546f475282c5b4e658c0ac4b.msvdn.net/live/324149/hlbAWtl/playlist.m3u8"
"IT","TR Sport (480p)","https://livetr.teleromagna.it/mia/live/playlist.m3u8"
"IT","Videolina (Sardegna) (404p) [Not 24/7]","http://livestreaming.videolina.it/live/Videolina/playlist.m3u8"
"IT","Rai Italia (576i) [Geo-blocked]","https://cignalplaymaxcdn.qzz.io/rai_italia_zte/sanjuantv/manifest.mpd"
"ES","7 TeleValencia (576p)","https://play.cdn.enetres.net/9E9557EFCEBB43A89CEC8FBD3C500247022/028/playlist.m3u8"
"ES","Alacant铆 TV (576p) [Not 24/7]","https://streaming01.gestec-video.com/hls/artequatreAlacanti.m3u8"
"ES","Arab铆 TV (1080p)","https://streamtv2.elitecomunicacion.cloud:3628/live/arabitv2025live.m3u8"
"ES","Canal 1 Mar Menor-Torre Pacheco (1080p)","https://directo.tuwebtv.es/canal1.m3u8"
"ES","Canal 3 Biar (480p) [Not 24/7]","https://avantstreaming.es/hls/canal3.m3u8"
"ES","Canal 4 Catalunya (1080p)","https://limited35.todostreaming.es/live/mitjans-livestream.m3u8"
"ES","Canal 4 Mallorca (1080p)","https://limited35.todostreaming.es/live/mitjans-livestream1.m3u8"
"ES","Canal 4 Mancha Centro (720p) [Not 24/7]","https://5924d3ad0efcf.streamlock.net/canal4/canal4live/playlist.m3u8"
"ES","Canal 10 Empord脿 (360p) [Not 24/7]","https://ventdelnord.tv:8080/escala/directe.m3u8"
"ES","Canal 24 Horas (720p)","https://ztnr.rtve.es/ztnr/1694255.m3u8"
"ES","Canal 24 Horas Canarias (720p)","https://ztnr.rtve.es/ztnr/5473142.m3u8"
"ES","Canal 24 Horas Catalunya (720p)","https://ztnr.rtve.es/ztnr/4952053.m3u8"
"ES","Canal 25 TV (1080p)","https://limited49.todostreaming.es/live/tvbarbastro-livestream.m3u8"
"ES","Canal 33 Madrid","https://media2.streambrothers.com:1936/8140/8140/playlist.m3u8"
"ES","Canal 45 (576p)","https://nlb1-live.emitstream.com/hls/625csn5et2iszm9oze65/master.m3u8"
"ES","Canal 56 (576p) [Not 24/7]","https://videos.canal56.com/directe/stream/index.m3u8"
"ES","Canal 2000 La Solana (720p) [Not 24/7]","http://canal2000.berkano-systems.net/streaming/streams/canal2000.m3u8"
"ES","Canal Co铆n (1080p)","https://canalcoin.garjim.es/hls/directo.m3u8"
"ES","Canal Diocesano (576p)","https://nlb2-live.emitstream.com/hls/5i3pxfuz4az356yu22ij/master.m3u8"
"ES","Canal Do帽ana (720p) [Not 24/7]","https://secure5.todostreaming.es/live/division-alm.m3u8"
"ES","Canal Extremadura (576p) [Not 24/7]","https://cdnlive.codev8.net/canalextremaduralive/smil:channel1DVR.smil/playlist.m3u8?DVR="
"ES","Canal Extremadura Satelite (1080p)","https://canalextremadura-live.flumotion.cloud/canalextremadura/live_all/playlist.m3u8"
"ES","Canal Luz Televisi贸n (1080p)","https://5d8d85cf2c308.streamlock.net:1936/CanalLuz/enDirecto/playlist.m3u8"
"ES","Canal M谩laga RTV (720p) [Not 24/7]","https://canalmalaga-tv-live.flumotion.com/playlist.m3u8"
"ES","Canal Parlamento (360p) [Not 24/7]","https://congresodirecto.akamaized.net/hls/live/2037973/canalparlamento/master.m3u8"
"ES","Canal San Roque (1080p) [Not 24/7]","https://cdnlivevlc.codev8.net/aytosanroquelive/smil:channel1.smil/playlist.m3u8"
"ES","Canal Sierra de C谩diz (1080p) [Not 24/7]","https://s.emisoras.tv:8081/sierradecadiz/index.m3u8"
"ES","Canal Sur Andalucia (1080p)","https://dfk2a268yviz9.cloudfront.net/v1/master/3722c60a815c199d9c0ef36c5b73da68a62b09d1/cc-ddiii1m6jt6of/CanalSurAndaluciaES.m3u8"
"ES","Canal Sur Andalucia (720p)","https://live-24-canalsur.interactvty.pro/9bb0f4edcb8946e79f5017ddca6c02b0/26af5488cda642ed2eddd27a6328c93b9c03e9181b9d0a825147a7d978e69202.m3u8"
"ES","Canal Sur Andaluc铆a 2 (720p)","https://cdnlive.codev8.net/rtvalive/smil:channel22.smil/playlist.m3u8"
"ES","Canal Sur Noticias","https://cdnlive.codev8.net/rtvalive/smil:channel42.smil/playlist.m3u8"
"ES","CanalCosta (1080p)","https://5d8d85cf2c308.streamlock.net:1936/CanalcostaTV/endirecto/playlist.m3u8"
"ES","Esport3 (1080p) [Geo-blocked]","https://directes-tv-cat.3catdirectes.cat/live-content/esport3-hls/master.m3u8"
"ES","Esport3 (1080p) [Geo-blocked]","https://directes-tv-cat.3catdirectes.cat/live-origin/esport3-hls/master.m3u8"
"ES","Esport3 (1080p) [Not 24/7]","https://directes-tv-int.3catdirectes.cat/live-content/esport3-hls/master.m3u8"
"ES","Esport3 (1080p) [Not 24/7]","https://directes-tv-int.3catdirectes.cat/live-origin/esport3-hls/master.m3u8"
"ES","Este Canal TV (576p)","http://synclosdragos1.syncsolutions.es:8008/live3/emision/index.m3u8"
"ES","Platzi TV (1080p)","https://mdstrm.com/live-stream-playlist/629a63ae8df27c082901f78b.m3u8"
"ES","Canal Luz Television","https://5f71743aa95e4.streamlock.net:1936/CanalLuz/enDirecto/playlist.m3u8"
"PT","ARTV Canal Parlamento (720p) [Not 24/7]","https://playout172.livextend.cloud/liveiframe/_definst_/liveartvabr/playlist.m3u8"
"PT","Porto Canal (720p)","https://pull-live-156-1.global.ssl.fastly.net/pc5865dc25400thmb-ea6bf03b14fa318f7133/smil:pc1-jhrgyuoqe5865db-68tkgb14fa318f7133f03.smil/playlist.m3u8"
"BR","Canal 25 Jundia铆 (404p) [Not 24/7]","https://stream01.msolutionbrasil.com.br/hls/canal25/live.m3u8"
"BR","Canal 38 (720p)","https://cdn.jmvstream.com/w/LVW-8503/LVW8503_d0V5oduFlK/playlist.m3u8"
"BR","Canal do Criador (1080p)","https://607d2a1a47b1f.streamlock.net/crur/smil:canaldocriador.smil/playlist.m3u8"
"BR","Canal do Inter (720p) [Not 24/7]","https://video01.soultv.com.br/internacional/internacional/playlist.m3u8"
"BR","Canal Educa莽茫o (720p)","https://canaleducacao-stream.ebc.com.br/index.m3u8"
"BR","Canal Gov (720p)","https://canalgov-stream.ebc.com.br/index.m3u8"
"BR","Canal Libras (720p)","https://canallibras-stream.ebc.com.br/mux_video_ts/index-1.m3u8"
"BR","Canal Ricos (480p)","https://5d82644094cc0.streamlock.net/ricostv/ricostv/playlist.m3u8"
"BR","Canal Rural (1080p)","https://607d2a1a47b1f.streamlock.net/crur/smil:canalrural.smil/playlist.m3u8"
"BR","Canal Sa煤de (720p) [Not 24/7]","https://arkyvbre1g.zoeweb.tv/fiocruz/fiocruz.stream/playlist.m3u8"
"BR","SporTV (1280p)","https://stm.sinalmycn.com/21000/video.m3u8?token=EkP2qSi13ckjQRLSIDoxI5rMZsF5rZyEYzqWjxD248ScEUPYQ0"
"BR","SporTV 2 (1280p)","https://stm.sinalmycn.com/21003/video.m3u8?token=EkP2qSi13ckjQRLSIDoxI5rMZsF5rZyEYzqWjxD248ScEUPYQ0"
"BR","SporTV 2 Alternativo (720p)","https://stm.sinalmycn.com/19025/video.m3u8"
"BR","SporTV 3 (1080p)","https://stm.sinalmycn.com/21006/video.m3u8?token=EkP2qSi13ckjQRLSIDoxI5rMZsF5rZyEYzqWjxD248ScEUPYQ0"
"BR","SporTV Alternativo (720p)","https://stm.sinalmycn.com/19024/video.m3u8"
"BR","TV S茫o Raimundo (268p)","https://stmv1.voxtvhd.com.br/9030/9030/playlist.m3u8"
"BR","UniTV Porto Alegre (480p)","http://unitvaovivo.ufrgs.br:8080/live.ogg"
"BR","Canal FDR","https://v-us-01.wisestream.io/memfs/e4ade538-7924-4359-81ef-b9d4dd229e91.m3u8"
"BR","Canal Libras","https://canallibras-stream.ebc.com.br/index.m3u8"
"BR","Canal Saude","https://eitv7.cdn.broadpeak.io/account351-i1495/event/canalsaude/format720p.m3u8"
"BR","Canal Sete","http://play.canalsete.com.br:1935/canalsete/xpl-c7_source/playlist.m3u8"
"BR","Canal Metropolitano de Noticias","https://stmv5.samcast.com.br/claudio8701/claudio8701/playlist.m3u8"
"BR","Canal Rural (1080p)","https://cdn2.easy.tv.br/canalrural/index.m3u8"
"BR","Canal Off (1080p)","http://170.82.202.31/OFF/index.m3u8"
"BR","Band Sports (1080p)","https://cdn-5.nxplay.com.br/BAND_SPORTS/index.m3u8"
"BR","Canal Off (1080p)","http://143.14.178.40:7777/OFF_HD/index.m3u8"
"BR","Canal Brasil (1080p)","http://143.14.178.40:7777/Canal_Brasil_HD/index.m3u8"
"BR","Band Sports (1080p)","http://143.14.178.40:7777/Band_Sports_HD/index.m3u8"
"AR","24/7 Canal de Noticias","https://panel.host-live.com:19360/cn247tv/cn247tv.m3u8"
"AR","Atcco Canal 2","https://ola1.com.ar/atccohd/playlist.m3u8"
"AR","Canal 2 de Ushuaia (1080p)","https://nd106.republicaservers.com:4433/hls/c6611/index.m3u8"
"AR","Canal 2 Misiones (1080p)","https://nd106.republicaservers.com:4433/hls/canal2misioness/index.m3u8"
"AR","Canal 3 La Pampa (1080p)","https://stream.arcast.com.ar/c3lapampa/ngrp:c3lapampa_all/playlist.m3u8"
"AR","Canal 3 Las Heras (720p)","https://stream.arcast.com.ar/canal3/canal3/playlist.m3u8"
"AR","Canal 4 Jujuy","https://5cd577a3dd8ec.streamlock.net/CANAL4/smil:CANAL4.smil/playlist.m3u8"
"AR","Canal 4 Posadas (576p)","https://iptv.ixfo.com.ar:30443/live/C4POS/playlist.m3u8"
"AR","Canal 4 San Juan (576p)","https://streamlov.alsolnet.com/canal4sanjuan/live/playlist.m3u8"
"AR","Canal 5 Del Pueblo [Not 24/7]","https://stmv4.voxtvhd.com.br/canal5pueblo/canal5pueblo/playlist.m3u8"
"AR","Canal 5 Santa Fe (240p)","https://stream.arcast.com.ar/c5sf/c5sf/playlist.m3u8"
"AR","Canal 5 TV Chepes","https://videostream.shockmedia.com.ar:19360/canal5alfatvchepes/canal5alfatvchepes.m3u8"
"AR","Canal 6 Posadas (1080p)","https://iptv.ixfo.com.ar:30443/live/c6digital/playlist.m3u8"
"AR","Canal 7 Jujuy","https://stream.arcast.live/canal7jujuy/ngrp:canal7jujuy_all/playlist.m3u8"
"AR","Canal 7 Neuqu茅n (1080p)","https://stream.arcast.com.ar/c7nq/ngrp:c7nq_all/playlist.m3u8"
"AR","Canal 7 Salta (1080p)","https://vivo.solumedia.com:19360/cooperativa/cooperativa.m3u8"
"AR","Canal 7 Salta (720p)","https://vivo.solumedia.com:19360/canal7salta/canal7salta.m3u8"
"AR","Canal 7 Santiago del Estero (720p)","https://stream.arcast.com.ar/envivo/castv/playlist.m3u8"
"AR","Canal 9 Litoral (720p)","https://stream.arcast.live/ahora/ahora/playlist.m3u8"
"AR","Canal 9 Resistencia (720p)","http://coninfo.net:1935/9linklivert/smil:9linkmultibr.smil/playlist.m3u8"
"AR","Canal 10 Cordoba","https://stream.arcast.net:4443/canal10/ngrp:canal10_all/playlist.m3u8"
"AR","Canal 11 de la Costa (720p)","https://vivo.solumedia.com:19360/dadaproductora/dadaproductora.m3u8"
"AR","Canal 12 Puerto Madryn (720p) [Not 24/7]","https://5f700d5b2c46f.streamlock.net/madryntv/madryntv/playlist.m3u8"
"AR","Canal 13 Jujuy TV (720p)","https://genexservicios.com:19360/canal13jujuy/canal13jujuy.m3u8"
"AR","Canal 13 La Rioja (480p)","http://arcast.net:1935/mp/mp/playlist.m3u8"
"AR","Canal 13 San Luis","https://stream.radiosmundiales.com:19360/sanluismas/sanluismas.m3u8"
"AR","Canal 21 TV (1080p)","https://iptv.ixfo.com.ar:30443/c21tv/hd/c21tv/playlist.m3u8"
"AR","Canal 22 (720p)","https://5f700d5b2c46f.streamlock.net/canal22/canal22/playlist.m3u8"
"AR","Canal 26 (1080p)","https://stream-gtlc.telecentro.net.ar/hls/canal26hls/main.m3u8"
"AR","Canal 26","https://stream-gtlc.telecentro.net.ar/hls/canal26hls/0/playlist.m3u8"
"AR","Canal 34 San Juan (720p)","https://streamyes.alsolnet.com/canal34hd/live/playlist.m3u8"
"AR","Canal 79 La Costa (240p)","https://streamconex.com:19360/lacosta/lacosta.m3u8"
"AR","Canal 79 Mar del Plata","https://streamconex.com:19360/mardelplata/mardelplata.m3u8"
"AR","Canal 79 Puan (240p)","https://streamconex.com:19360/puan/puan.m3u8"
"AR","Canal 79 Santa Clara del Mar (240p)","https://streamconex.com:19360/santaclara-1/santaclara-1.m3u8"
"AR","Canal E (720p)","https://unlimited1-us.dps.live/perfiltv/perfiltv.smil/playlist.m3u8"
"AR","Canal Orbe 21","https://stream.arcast.net:4443/canal21/ngrp:canal21_all/playlist.m3u8"
"AR","Canal Provincial (360p)","https://streaming.telered.com.ar/provincial/streaming/mystream.m3u8"
"AR","Canal Pulpo TV","https://vs20.live.opencaster.com/canalpulpotv_bdeee6e2/index.m3u8"
"AR","Canal Santa Mar铆a (360p)","https://streaming.telered.com.ar/santa-maria/streaming/mystream.m3u8"
"AR","Radiocanal San Francisco (1080p)","http://204.199.3.2/.m3u8"
"AR","Sicardi TV (720p)","https://vivo.solumedia.com:19360/sicarditv/sicarditv.m3u8"
"AR","Telefe Rosario [Geo-blocked]","https://cdn-cirion01.sensa.com.ar/output/ARR2/TelefeRosarioH/playlist.m3u8"
"AR","TyC Sports (1080p) [Geo-blocked]","https://live-04-11-tyc24.vodgc.net/tyc24/index_tyc24_1080.m3u8"
"AR","TyC Sports (1080p)","https://amg26268-amg26268c14-freelivesports-emea-10267.playouts.now.amagi.tv/ts-us-e2-n2/playlist/amg26268-sportsstudio-tycsports-freelivesportsemea/playlist.m3u8"
"AR","TyC Sports USA","http://45.170.130.224:8000/play/a020/index.m3u8"
"AR","Canal 2 Gualeguay","https://stream.arcast.net:4443/gualeguay/gualeguay/playlist.m3u8"
"AR","Canal 2 Mar del Plata","https://tv.streamcasthd.com:3641/live/canal2mdplive.m3u8"
"AR","Canal 3 Pinamar","http://intelincloud01.com.ar/hls/cn3/index.m3u8"
"AR","Canal 3 Tacural","http://vivo.canal3tacural.com.ar:8081/hls/stream.m3u8"
"AR","Canal 4 Teleaire","https://stmvideo6.livecastv.com/canal4/canal4/playlist.m3u8"
"AR","Canal 10 Mar del Plata","https://g1.mc-hor.transport.edge-access.net/a12/ngrp:canal10mdq-100044_all/Playlist.m3u8?sense=true"
"AR","Canal 12 Web","https://nd106.republicaservers.com:4433/c7827.mp4"
"AR","Canal 50 Morteros","https://online.coopmorteros.coop/canal50/vivo.m3u8"
"AR","Canal 99 Miramar","https://vivo.solumedia.com:19360/cardinal/cardinal.m3u8"
"AR","Canal TDC","https://tdcserver.com:19360/tdconlione-2/tdconlione-2.m3u8"
"AR","Canal Universidad","https://videostream.shockmedia.com.ar/hls/canaluniversidadmdp/canaluniversidadmdp.m3u8"
"AR","Itel TV Canal 2","https://proxystream.iteltv.com.ar/output/iteltv/playlist.m3u8"
"AR","Canal 3 Formosa","https://stmvideo6.livecastv.com/agenfor/agenfor/playlist.m3u8"
"AR","Telpin TV Canal 2 HD (720p)","https://mistserver.telpin.com.ar:8443/hls/telpinlive/index.m3u8"
"AR","Canal Luz","https://g4.vxral-hor.transport.edge-access.net/a11/ngrp:canal_luz01-100009_all/Playlist.m3u8"
"AR","Telefe (1080p)","http://playcom.trapemn.tv:1935/transcoderip/telefe.stream/playlist.m3u8"
"AR","TyC Sports (1080p)","http://playcom.trapemn.tv:1935/transcoderip/tycsports.stream/playlist.m3u8"
"AR","Canal A (1080p)","https://edgectc.com/CANAL_A/index.m3u8"
"TR","脟ift莽i TV (1080p) [Not 24/7]","http://stream.taksimbilisim.com:1935/ciftcitv/smil:ciftcitv.smil/playlist.m3u8"
"TR","脟ift莽i TV (720p) [Not 24/7]","https://live.artidijitalmedya.com/artidijital_ciftcitv/ciftcitv/playlist.m3u8"
"TR","Deniz Postas谋 TV (720p) [Not 24/7]","https://live.artidijitalmedya.com/artidijital_denizpostasi/denizpostasi/playlist.m3u8"
"TR","HTSpor TV (1080p)","https://ciner.daioncdn.net/ht-spor/ht-spor.m3u8?app=web"
"TR","S Sport","https://bcovlive-a.akamaihd.net/540fcb034b144b848e7ff887f61a293a/eu-central-1/6415845530001/profile_0/chunklist.m3u8"
"TR","S Sport 2","https://bcovlive-a.akamaihd.net/29c60f23ea4840ba8726925a77fcfd0b/eu-central-1/6415845530001/profile_0/chunklist.m3u8"
"TR","Sports TV (720p) [Geo-blocked]","https://live.sportstv.com.tr/hls/low/sportstv.m3u8"
